Surname,First Names,Age,Boarded,Class,Sex,Status
Mock,Mr Philipp Edmund,30,Cherbourg,1st,Male,Alive
Mockler,Miss Ellen Mary,23,Queenstown,3rd,Female,Alive
Moen,Mr Sigurd Hansen,27,Southampton,3rd,Male,Dead
Molson,Mr Harry Markland,55,Southampton,1st,Male,Dead
Montvila,Father Juozas,27,Southampton,2nd,Female,Dead
Moor,Master Meier,7,Southampton,3rd,Male,Alive
Moor,Mrs Beila,29,Southampton,3rd,Female,Alive
Moore,Mr Clarence Bloomfield,47,Southampton,1st,Male,Dead
Moore,Mr Leonard Charles,19,Southampton,3rd,Male,Dead
Moran,Miss Bridget,28,Queenstown,3rd,Female,Alive
Moran,Mr Daniel J.,27,Queenstown,3rd,Male,Dead
Moraweck,Dr Ernest,54,Southampton,2nd,Female,Dead
Morley,Mr William,34,Southampton,3rd,Male,Dead
Morley,Mr Henry Samuel,38,Southampton,2nd,Male,Dead
Morrow,Mr Thomas Rowan,30,Queenstown,3rd,Male,Dead
Moss,Mr Albert Johan,29,Southampton,3rd,Male,Alive
Moussa,Mrs Mantoura Boulos,35,Cherbourg,3rd,Female,Dead
Moutal,Mr Rahamin Haim,28,Southampton,3rd,Male,Dead
Mubārik,Mrs Am īnah,24,Cherbourg,3rd,Female,Alive
Mubārik,Master Jirjis,7,Cherbourg,3rd,Male,Alive
Mubārik,Master Hal īm,4,Cherbourg,3rd,Male,Alive
Mudd,Mr Thomas Cupper,16,Southampton,2nd,Male,Dead
Mullin,Miss Catherine,21,Queenstown,3rd,Female,Alive
Mullin,Miss Mary (Lennon),18,Queenstown,3rd,Female,Dead
Mulvihill,Miss Bridget Elizabeth,25,Queenstown,3rd,Female,Alive
Murdlin,Mr Joseph,22,Southampton,3rd,Male,Dead
Murphy,Miss Margaret Jane,25,Queenstown,3rd,Female,Alive
Murphy,Miss Catherine,18,Queenstown,3rd,Female,Alive
Murphy,Miss Nora,34,Queenstown,3rd,Female,Alive
Muslamān ī,Mrs Fat īmah Muhammad,22,Cherbourg,3rd,Female,Alive
Myhrman,Mr Pehr Fabian Oliver Malkolm,18,Southampton,3rd,Male,Dead
Myles,Mr Thomas Francis,63,Queenstown,2nd,Male,Dead
Mäenpää,Mr Matti Alexanteri,22,Southampton,3rd,Male,Dead
Mäkinen,Mr Kalle Edvard,29,Southampton,3rd,Male,Dead
Māmā,Mr Hannā Mikā’ īl,18,Cherbourg,3rd,Male,Alive
N īqūla Yārid,Miss Jamilah,14,Cherbourg,3rd,Female,Alive
N īqūla Yārid,Master Ilyās,11,Cherbourg,3rd,Male,Alive
Naidenoff,Mr Penko,22,Southampton,3rd,Male,Dead
Najib Kiamie,Miss Adele,15,Cherbourg,3rd,Female,Alive
Nakhli,Mr Toufik,17,Cherbourg,3rd,Male,Dead
Nakid,Miss Maria,1,Cherbourg,3rd,Female,Alive
Nakid,Mrs Waika,19,Cherbourg,3rd,Female,Alive
Nakid,Mr Sahid,20,Cherbourg,3rd,Male,Alive
Nancarrow,Mr William Henry,36,Southampton,3rd,Male,Dead
Nankoff,Mr Minko,32,Southampton,3rd,Male,Dead
Nasr ‘Almā,Mr Mustafà,20,Cherbourg,3rd,Male,Dead
Nasser,Mrs Adele,14,Cherbourg,2nd,Female,Dead
Nasser,Mr Nicholas,28,Cherbourg,2nd,Male,Dead
Nassr Rizq,Mr Saade,20,Cherbourg,3rd,Male,Dead
Natsch,Mr Charles,36,Cherbourg,1st,Male,Dead
Naughton,Miss Hannah,21,Queenstown,3rd,Female,Dead
Navratil,Master Michel Marcel,3,Southampton,2nd,Male,Alive
Navratil,Mr Michel,32,Southampton,2nd,Male,Dead
Navratil,Master Edmond Roger,2,Southampton,2nd,Male,Alive
Nenkov,Mr Hristo,22,Southampton,3rd,Male,Dead
Nesson,Mr Israel,26,Southampton,2nd,Male,Dead
Newell,Miss Madeleine,31,Cherbourg,1st,Female,Alive
Newell,Mr Arthur Webster,58,Cherbourg,1st,Male,Dead
Newell,Miss Marjorie Anne,23,Cherbourg,1st,Female,Alive
Newsom,Miss Helen Monypeny,19,Southampton,1st,Female,Alive
Nicholls,Mr Joseph Charles,19,Southampton,2nd,Male,Dead
Nicholson,Mr Arthur Ernest,59,Southampton,1st,Male,Dead
Nieminen,Miss Manta Josefina,29,Southampton,3rd,Female,Dead
Niklasson,Mr Samuel,28,Southampton,3rd,Male,Dead
Nilsson,Mr August Ferdinand,21,Southampton,3rd,Male,Dead
Nilsson,Miss Berta Olivia,18,Southampton,3rd,Female,Alive
Nilsson,Miss Helmina Josefina,26,Southampton,3rd,Female,Alive
Nirva,Mr Iisakki Antino äijö,41,Southampton,3rd,Male,Dead
Niskänen,Mr Juha,39,Southampton,3rd,Male,Alive
Nofal,Mr Mansouer,20,Cherbourg,3rd,Male,Dead
Norman,Mr Robert Douglas,27,Southampton,2nd,Male,Dead
Nosworthy,Mr Richard Cater,21,Southampton,3rd,Male,Dead
Nourney,Mr Alfred,20,Cherbourg,1st,Male,Alive
Nye,Mrs Elizabeth,29,Southampton,2nd,Female,Alive
Nysten,Miss Anna Sofia,22,Southampton,3rd,Female,Alive
Nysveen,Mr Johan Hansen,60,Southampton,3rd,Male,Dead
Oliva Y Ocana,Doña Fermina (Maid to Mrs Victor de Satode Peñasco y Castellana),39,Cherbourg,1st,Female,Alive
Olsen,Mr Ole Martin,27,Southampton,3rd,Male,Dead
Olsen,Mr Henry Margido,28,Southampton,3rd,Male,Dead
Olsen,Mr Karl Siegwart Andreas,42,Southampton,3rd,Male,Dead
Olsen,Master Artur Karl,9,Southampton,3rd,Male,Alive
Olsson,Miss Elina,31,Southampton,3rd,Female,Dead
Olsson,Mr Nils Johan Göransson,28,Southampton,3rd,Male,Dead
Olsson,Mr Oscar Wilhelm,32,Southampton,3rd,Male,Alive
Olsvigen,Mr Thor Anderson,20,Southampton,3rd,Male,Dead
Omont,Mr Alfred Fernand,29,Cherbourg,1st,Male,Alive
Oreskovic,Miss Jelka,23,Southampton,3rd,Female,Dead
Oreskovic,Mr Luka,20,Southampton,3rd,Male,Dead
Oreskovic,Miss Marija,20,Southampton,3rd,Female,Dead
Ostby,Mr Engelhart Cornelius,64,Southampton,1st,Male,Dead
Osén,Mr Olaf Elon,16,Southampton,3rd,Male,Dead
Otter,Mr Richard,38,Southampton,2nd,Male,Dead
Oviés Y Rodríguez,Mr Servando José Florentino,36,Cherbourg,1st,Male,Dead
Oxenham,Mr Percy Thomas,22,Southampton,2nd,Male,Alive
O’Brien,Mrs Johanna,26,Queenstown,3rd,Female,Dead
O’Brien,Mr Denis,21,Queenstown,3rd,Male,Dead
O’Brien,Mr Thomas,27,Queenstown,3rd,Male,Dead
O’Connell,Mr Patrick Denis,17,Queenstown,3rd,Male,Dead
O’Connor,Mr Patrick,23,Queenstown,3rd,Male,Dead
O’Connor,Mr Maurice,16,Queenstown,3rd,Male,Dead
O’Dwyer,Miss Ellen,25,Queenstown,3rd,Female,Alive
O’Keefe,Mr Patrick,21,Queenstown,3rd,Male,Alive
O’Leary,Miss Hanora,16,Queenstown,3rd,Female,Alive
O’Sullivan,Miss Bridget Mary,21,Queenstown,3rd,Female,Dead
Padron Manent,Mr Julian,26,Cherbourg,2nd,Male,Alive
Pain,Dr Alfred,23,Southampton,2nd,Female,Dead
Pallàs I Castelló,Señor Emili,29,Cherbourg,2nd,Female,Alive
Panula,Master Juha Niilo,7,Southampton,3rd,Male,Dead
Panula,Mrs Maija Emelia Abrahamintytar,41,Southampton,3rd,Female,Dead
Panula,Mr Ernesti Arvid,16,Southampton,3rd,Male,Dead
Panula,Master Jaako Arnold,14,Southampton,3rd,Male,Dead
Panula,Master Urho Abraham,2,Southampton,3rd,Male,Dead
Panula,Master Eino Viljam,1,Southampton,3rd,Male,Dead
Parker,Mr Clifford Richard,17,Southampton,2nd,Male,Dead
Parkes,Mr Francis,21,Belfast,2nd,Male,Dead
Parr,Mr William Henry Marsh,29,Belfast,1st,Male,Dead
Parrish,Mrs Lutie Davis,59,Southampton,2nd,Female,Alive
Partner,Mr Austin,40,Southampton,1st,Male,Dead
Pasic,Mr Jakob,21,Southampton,3rd,Male,Dead
Patchett,Mr George,19,Southampton,3rd,Male,Dead
Pavlovic,Mr Stefo,32,Southampton,3rd,Male,Dead
Payne,Mr Vivian Ponsonby (Private secretary to Mr Charles Melville Hays),22,Southampton,1st,Male,Dead
Peacock,Mrs Edith,26,Southampton,3rd,Female,Dead
Peacock,Master Albert Edward,7m,Southampton,3rd,Male,Dead
Peacock,Miss Treasteall,3,Southampton,3rd,Female,Dead
Pearce,Mr Ernest,32,Southampton,3rd,Male,Dead
Pears,Mrs Edith,22,Southampton,1st,Female,Alive
Pears,Mr Thomas Clinton,29,Southampton,1st,Male,Dead
Pedersen,Mr Olaf,28,Southampton,3rd,Male,Dead
Peduzzi,Mr Giuseppe,24,Southampton,3rd,Male,Dead
Pekoniemi,Mr Edvard,21,Southampton,3rd,Male,Dead
Peltomäki,Mr Nikolai Johannes,25,Southampton,3rd,Male,Dead
Pengelly,Mr Frederick William,19,Southampton,2nd,Male,Dead
Perkin,Mr John Henry,22,Southampton,3rd,Male,Dead
Pernot,Mr René,39,Cherbourg,2nd,Male,Dead
Perreault,Miss Mary Anne (Maid to Mrs Charles Melville Hays),33,Southampton,1st,Female,Alive
Persson,Mr Ernst Ulrik,25,Southampton,3rd,Male,Alive
Peruschitz,Father Josef,41,Southampton,2nd,Female,Dead
Peter/Joseph,Miss Anna,2,Cherbourg,3rd,Female,Alive
Peter/Joseph,Master Michael J.,4,Cherbourg,3rd,Male,Alive
Peteranec,Miss Mathilda,28,Southampton,3rd,Female,Dead
Peters,Miss Catherine,26,Queenstown,3rd,Female,Dead
Petersen,Mr Marius,24,Southampton,3rd,Male,Dead
Petroff,Mr Pastcho,29,Southampton,3rd,Male,Dead
Petroff,Mr Nedialco,19,Southampton,3rd,Male,Dead
Pettersson,Mr Johan Emil,25,Southampton,3rd,Male,Dead
Pettersson,Miss Elin Natalia,18,Southampton,3rd,Female,Dead
Peuchen,Major Arthur Godfrey,52,Southampton,1st,Female,Alive
Peñasco Y Castellana,Mrs Maria Josefa Perezde Soto y Vallejo,22,Cherbourg,1st,Female,Alive
Peñasco Y Castellana,Mr Victor,24,Cherbourg,1st,Male,Dead
Phillips,Miss Kate Florence,19,Southampton,2nd,Female,Alive
Phillips,Miss Alice Frances Louisa,21,Southampton,2nd,Female,Alive
Phillips,Mr Escott Robert,42,Southampton,2nd,Male,Dead
Picard,Mr Benoît,32,Southampton,3rd,Male,Alive
Pinsky,Mrs Rosa,32,Southampton,2nd,Female,Alive
Plotcharsky,Mr Vasil,27,Southampton,3rd,Male,Dead
Pokrnic,Mr Mate,17,Southampton,3rd,Male,Dead
Pokrnic,Mr Tome,24,Southampton,3rd,Male,Dead
Ponesell,Mr Martin,24,Southampton,2nd,Male,Dead
Portaluppi,Mr Emilio Ilario Giuseppe,30,Cherbourg,2nd,Male,Alive
Porter,Mr Walter Chamberlain,46,Southampton,1st,Male,Dead
Potter,Mrs Lily Alexenia,56,Cherbourg,1st,Female,Alive
Pulbaum,Mr Franz,27,Cherbourg,2nd,Male,Dead
Pulner,Mr Uscher,16,Cherbourg,3rd,Male,Dead
Pålsson,Mrs Alma Cornelia,29,Southampton,3rd,Female,Dead
Pålsson,Miss Stina Viola,3,Southampton,3rd,Female,Dead
Pålsson,Master Paul Folke,6,Southampton,3rd,Male,Dead
Pålsson,Master Gösta Leonard,2,Southampton,3rd,Male,Dead
Pålsson,Miss Torborg Danira,8,Southampton,3rd,Female,Dead
Quick,Miss Phyllis May,2,Southampton,2nd,Female,Alive
Quick,Mrs Jane,33,Southampton,2nd,Female,Alive
Quick,Miss Winifred Vera,8,Southampton,2nd,Female,Alive
Radeff,Mr Alexander,27,Southampton,3rd,Male,Dead
Rafūl-Būlus,Mr Bākhūs,20,Cherbourg,3rd,Male,Dead
Rasmussen,Mrs Lena Jakobsen,63,Southampton,3rd,Female,Dead
Razi,Mr Raihed,30,Cherbourg,3rd,Male,Dead
Reed,Mr James George,19,Southampton,3rd,Male,Dead
Reeves,Mr David,36,Southampton,2nd,Male,Dead
Rekic,Mr Tido,38,Southampton,3rd,Male,Dead
Renouf,Mr Peter Henry,33,Southampton,2nd,Male,Dead
Renouf,Mrs Lillian,30,Southampton,2nd,Female,Dead
Reuchlin,Mr Jonkheer Johan George,38,Cherbourg,1st,Male,Dead
Reynalds,Señora Encarnación,28,Southampton,2nd,Female,Alive
Reynolds,Mr Harold,21,Southampton,3rd,Male,Dead
Rheims,Mr George Alexander Lucien,33,Cherbourg,1st,Male,Alive
Rice,Master Eric,7,Queenstown,3rd,Male,Dead
Rice,Master Albert,10,Queenstown,3rd,Male,Dead
Rice,Mrs Margaret,39,Queenstown,3rd,Female,Dead
Rice,Master Arthur,4,Queenstown,3rd,Male,Dead
Rice,Master George Hugh,8,Queenstown,3rd,Male,Dead
Rice,Master Eugene Francis,2,Queenstown,3rd,Male,Dead
Richard,Mr Emile Phillippe,23,Cherbourg,2nd,Male,Dead
Richards,Mrs Emily,24,Southampton,2nd,Female,Alive
Richards,Master Sibley George,9m,Southampton,2nd,Male,Alive
Richards,Master William Rowe,3,Southampton,2nd,Male,Alive
Ridsdale,Miss Lucy,58,Southampton,2nd,Female,Alive
Righini,Mr Sante (Manservant to Mrs John Stewart White),22,Cherbourg,1st,Male,Dead
Riihivuori,Miss Susanna Juhantytär,22,Southampton,3rd,Female,Dead
Rintamäki,Mr Matti,35,Southampton,3rd,Male,Dead
Riordan,Miss Hannah,18,Queenstown,3rd,Female,Alive
Risien,Mrs Emma Jane,58,Southampton,3rd,Female,Dead
Risien,Mr Samuel Beard,69,Southampton,3rd,Male,Dead
Robert,Mrs Elisabeth Walton,43,Southampton,1st,Female,Alive
Robins,Mr Alexander A.,50,Southampton,3rd,Male,Dead
Robins,Mrs Charity,47,Southampton,3rd,Female,Dead
Robins,Mr Victor (Valet to Mr John Jacob Astor),42,Cherbourg,1st,Male,Dead
Roebling,Mr Washington Augustus II,31,Southampton,1st,Male,Dead
Rogers,Mr Reginald Harry,18,Southampton,2nd,Male,Dead
Rogers,Mr William John,29,Southampton,3rd,Male,Dead
Romaine,Mr Charles Hallace,45,Southampton,1st,Male,Alive
Rommetvedt,Mr Knud Paust,49,Southampton,3rd,Male,Dead
Rood,Mr Hugh Roscoe,39,Southampton,1st,Male,Dead
Rosblom,Miss Salli Helena,2,Southampton,3rd,Female,Dead
Rosblom,Mr Viktor Richard,18,Southampton,3rd,Male,Dead
Rosblom,Mrs Helena Wilhelmina,41,Southampton,3rd,Female,Dead
Rosenbaum,Miss Edith Louise,33,Cherbourg,1st,Female,Alive
Rosenshine,Mr George,46,Cherbourg,1st,Male,Dead
Ross,Mr John Hugo,36,Southampton,1st,Male,Dead
Roth,Miss Sarah,31,Southampton,3rd,Female,Alive
Rothes,"Lucy Noël Martha, Countess of",33,Southampton,1st,Female,Alive
Rothschild,Mrs Elizabeth Jane Anne,54,Cherbourg,1st,Female,Alive
Rothschild,Mr Martin,46,Cherbourg,1st,Male,Dead
Rouse,Mr Richard Henry,53,Southampton,3rd,Male,Dead
Rowe,Mr Alfred G.,59,Southampton,1st,Male,Dead
Rugg,Miss Emily,21,Southampton,2nd,Female,Alive
Rush,Mr Alfred George John,17,Southampton,3rd,Male,Dead
Ryan,Mr Patrick,30,Queenstown,3rd,Male,Dead
Ryan,Mr Edward,24,Queenstown,3rd,Male,Alive
Ryerson,Mr Arthur Larned,61,Cherbourg,1st,Male,Dead
Ryerson,Mrs Emily Maria,48,Cherbourg,1st,Female,Alive
Ryerson,Miss Susan Parker “Suzette”,21,Cherbourg,1st,Female,Alive
Ryerson,Miss Emily Borie,18,Cherbourg,1st,Female,Alive
Ryerson,Master John Borie,13,Cherbourg,1st,Male,Alive
Saad,Mr Khalil,27,Cherbourg,3rd,Male,Dead
Saad,Mr Amin,30,Cherbourg,3rd,Male,Dead
Saalfeld,Mr Adolphe,47,Southampton,1st,Male,Alive
Sadlier,Mr Matthew,18,Queenstown,3rd,Male,Dead
Sadowitz,Mr Henry,17,Southampton,3rd,Male,Dead
Sage,Mrs Annie Elizabeth,44,Southampton,3rd,Female,Dead
Sage,Miss Stella Anne,20,Southampton,3rd,Female,Dead
Sage,Mr George John,19,Southampton,3rd,Male,Dead
Sage,Mr Douglas Bullen,18,Southampton,3rd,Male,Dead
Sage,Mr Frederick,16,Southampton,3rd,Male,Dead
Sage,Miss Dorothy,14,Southampton,3rd,Female,Dead
Sage,Mr John George,44,Southampton,3rd,Male,Dead
Sage,Master Anthony William,12,Southampton,3rd,Male,Dead
Sage,Miss Constance Gladys,7,Southampton,3rd,Female,Dead
Sage,Master Thomas Henry,4,Southampton,3rd,Male,Dead
Sage,Miss Elizabeth Ada,10,Southampton,3rd,Female,Dead
Salander,Mr Karl Johan,24,Southampton,3rd,Male,Dead
Salkjelsvik,Miss Anna Kristine,21,Southampton,3rd,Female,Alive
Salomon,Mr Abraham Lincoln,43,Cherbourg,1st,Male,Alive
Salonen,Mr Johan Werner,29,Southampton,3rd,Male,Dead
Samaan,Mr Elias,17,Cherbourg,3rd,Male,Dead
Samaan,Mr Hanna Elias,40,Cherbourg,3rd,Male,Dead
Samaan,Mr Youssef,16,Cherbourg,3rd,Male,Dead
Sandström,Miss Marguerite Rut,4,Southampton,3rd,Female,Alive
Sandström,Miss Beatrice Irene,1,Southampton,3rd,Female,Alive
Sandström,Mrs Agnes Charlotta,24,Southampton,3rd,Female,Alive
Sap,Mr Julius,21,Southampton,3rd,Male,Alive
Saundercock,Mr William Henry,19,Southampton,3rd,Male,Dead
Sawyer,Mr Frederick Charles,33,Southampton,3rd,Male,Dead
Scanlan,Mr James,22,Queenstown,3rd,Male,Dead
Schabert,Mrs Emma,35,Cherbourg,1st,Female,Alive
Scheerlinck,Mr Jean,29,Southampton,3rd,Male,Alive
Schmidt,Mr Augustus,21,Southampton,2nd,Male,Dead
Sdycoff,Mr Todor,42,Southampton,3rd,Male,Dead
Sedgwick,Mr Charles Frederick Waddington,28,Southampton,2nd,Male,Dead
Seman,Master Betros,10,Cherbourg,3rd,Male,Dead
Serreplan,Miss Auguste (Maid to Mrs William Carter),30,Southampton,1st,Female,Alive
Seward,Mr Frederic Kimber,34,Southampton,1st,Male,Alive
Shannon,Mr Andrew John,36,Southampton,3rd,Male,Dead
Sharp,Mr Percival,27,Southampton,2nd,Male,Dead
Shaughnessy,Mr Patrick,24,Queenstown,3rd,Male,Dead
Shedid,Mr Daher,19,Cherbourg,3rd,Male,Dead
Shellard,Mr Frederick William Blainey,55,Southampton,3rd,Male,Dead
Shelley,Mrs Imanita Parrish,25,Southampton,2nd,Female,Alive
Shihāb,Mr Al-Am īr Fāris,29,Cherbourg,3rd,Male,Dead
Shine,Miss Ellen,20,Queenstown,3rd,Female,Dead
Shorney,Mr Charles Joseph,22,Southampton,3rd,Male,Dead
Shutes,Miss Elizabeth Weed (Governess to Miss Margaret Edith Graham),40,Southampton,1st,Female,Alive
Silverthorne,Mr Spencer Victor,35,Southampton,1st,Male,Alive
Silvey,Mrs Alice Gray,39,Cherbourg,1st,Female,Alive
Silvey,Mr William Baird,51,Cherbourg,1st,Male,Dead
Silvén,Miss Lyyli Karoliina,17,Southampton,2nd,Female,Alive
Simmons,Mr John,40,Southampton,3rd,Male,Dead
Simonius-Blumer,Mr Colonel (Oberst) Alfons,56,Southampton,1st,Male,Alive
Sincock,Miss Maude,20,Southampton,2nd,Female,Alive
Sinkkonen,Miss Anna,29,Southampton,2nd,Female,Alive
Sirayanian,Mr Orsen,22,Cherbourg,3rd,Male,Dead
Sirota,Mr Morris,20,Southampton,3rd,Male,Dead
Sivic,Mr Husein,40,Southampton,3rd,Male,Dead
Sivola,Mr Antti Wilhelm,21,Southampton,3rd,Male,Dead
Sjöblom,Miss Anna Sofia,18,Southampton,3rd,Female,Alive
Sjöstedt,Mr Ernst Adolf,59,Southampton,2nd,Male,Dead
Skoog,Mrs Anna Bernhardina,43,Southampton,3rd,Female,Dead
Skoog,Mr Wilhelm Johansson,40,Southampton,3rd,Male,Dead
Skoog,Master Karl Thorsten,11,Southampton,3rd,Male,Dead
Skoog,Miss Mabel,9,Southampton,3rd,Female,Dead
Skoog,Master Harald,5,Southampton,3rd,Male,Dead
Skoog,Miss Margit Elizabeth,2,Southampton,3rd,Female,Dead
Slabenoff,Mr Petco,42,Southampton,3rd,Male,Dead
Slayter,Miss Hilda Mary,30,Queenstown,2nd,Female,Alive
Slemen,Mr Richard James,35,Southampton,2nd,Male,Dead
Slocovski,Mr Selman Francis,20,Southampton,3rd,Male,Dead
Sloper,Mr William Thompson,28,Southampton,1st,Male,Alive
Smart,Mr John Montgomery,56,Southampton,1st,Male,Dead
Smiljanic,Mr Mile,37,Southampton,3rd,Male,Dead
Smith,Mr James Clinch,56,Cherbourg,1st,Male,Dead
Smith,Mr Richard William,57,Southampton,1st,Male,Dead
Smith,Miss Marion Elsie,39,Southampton,2nd,Female,Alive
Smith,Mrs Mary Eloise,18,Cherbourg,1st,Female,Alive
Smith,Mr Lucian Philip,24,Cherbourg,1st,Male,Dead
Smyth,Miss Julia,17,Queenstown,3rd,Female,Alive
Smyth,Mr Thomas,26,Queenstown,3rd,Male,Dead
Snyder,Mrs Nelle,23,Southampton,1st,Female,Alive
Snyder,Mr John Pillsbury,24,Southampton,1st,Male,Alive
Sobey,Mr Samuel James Hayden,25,Southampton,2nd,Male,Dead
Somerton,Mr Francis William,30,Southampton,3rd,Male,Dead
Spector,Mr Woolf,23,Southampton,3rd,Male,Dead
Spedden,Mr Frederic Oakley,45,Cherbourg,1st,Male,Alive
Spedden,Mrs Margaretta Corning “Daisy”,39,Cherbourg,1st,Female,Alive
Spedden,Master Robert Douglas,6,Cherbourg,1st,Male,Alive
Spencer,Mrs Marie Eugenie,45,Cherbourg,1st,Female,Alive
Spencer,Mr William Augustus,57,Cherbourg,1st,Male,Dead
Spinner,Mr Henry John,32,Southampton,3rd,Male,Dead
Staneff,Mr Ivan,23,Southampton,3rd,Male,Dead
Stankovic,Mr Ivan,33,Cherbourg,3rd,Male,Dead
Stanley,Miss Amy Zillah Elsie,24,Southampton,3rd,Female,Alive
Stanley,Mr Edward Roland,21,Southampton,3rd,Male,Dead
Stanton,Mr Samuel Ward,42,Cherbourg,2nd,Male,Dead
Stead,Mr William Thomas,62,Southampton,1st,Male,Dead
Stengel,Mrs Annie May,44,Cherbourg,1st,Female,Alive
Stengel,Mr Charles Emil Henry,54,Cherbourg,1st,Male,Alive
Stephenson,Mrs Martha,52,Cherbourg,1st,Female,Alive
Stewart,Mr Albert Ankeny,64,Cherbourg,1st,Male,Dead
Stokes,Mr Philip Joseph,25,Southampton,2nd,Male,Dead
Stone,Mrs Martha Evelyn,62,Southampton,1st,Female,Alive
Storey,Mr Thomas,51,Southampton,3rd,Male,Dead
Stoytcheff,Mr Ilia,19,Southampton,3rd,Male,Dead
Strandberg,Miss Ida Sofia,22,Southampton,3rd,Female,Dead
Strandén,Mr Juho Niilosson,31,Southampton,3rd,Male,Alive
Straus,Mrs Rosalie Ida,63,Southampton,1st,Female,Dead
Straus,Mr Isidor,67,Southampton,1st,Male,Dead
Strilic,Mr Ivan,27,Southampton,3rd,Male,Dead
Ström,Mrs Elna Matilda,29,Southampton,3rd,Female,Dead
Ström,Miss Telma Matilda,2,Southampton,3rd,Female,Dead
Stähelin-Maeglin,Dr Max,32,Southampton,1st,Female,Alive
Sunderland,Mr Victor Francis,20,Southampton,3rd,Male,Alive
Sundman,Mr Johan Julian,44,Southampton,3rd,Male,Alive
Sutehall,Mr Henry Jr,25,Southampton,3rd,Male,Dead
Sutton,Mr Frederick,61,Southampton,1st,Male,Dead
Svensson,Mr Johan,74,Southampton,3rd,Male,Dead
Svensson,Mr Olof,24,Southampton,3rd,Male,Dead
Svensson,Mr Johan Cervin,14,Southampton,3rd,Male,Alive
Swane,Mr George,19,Southampton,2nd,Male,Dead
Sweet,Mr George Frederick,14,Southampton,2nd,Male,Dead
Swift,Mrs Margaret Welles,46,Southampton,1st,Female,Alive
Sägesser,Mlle Emma (Maid to Mme. Léontine Pauline Aubart),24,Cherbourg,1st,Female,Alive
Sæther,Mr Simon Sivertsen,43,Southampton,3rd,Male,Dead
Søholt,Mr Peter Andreas Lauritz Andersen,19,Southampton,3rd,Male,Dead
Tannūs,Master As’ad,5m,Cherbourg,3rd,Male,Alive
Tannūs,Mr Bash īr,31,Cherbourg,3rd,Male,Dead
Tannūs,Mrs Tham īn,16,Cherbourg,3rd,Female,Alive
Taussig,Mr Emil,52,Southampton,1st,Male,Dead
Taussig,Mrs Tillie,39,Southampton,1st,Female,Alive
Taussig,Miss Ruth,18,Southampton,1st,Female,Alive
Taylor,Mr Elmer Zebley,48,Southampton,1st,Male,Alive
Taylor,Mr Percy Cornelius,32,Southampton,2nd,Male,Dead
Taylor,Mrs Juliet Cummins,49,Southampton,1st,Female,Alive
Tenglin,Mr Gunnar Isidor,25,Southampton,3rd,Male,Alive
Thayer,Mr John Borland Jr,17,Cherbourg,1st,Male,Alive
Thayer,Mrs Marian Longstreth,39,Cherbourg,1st,Female,Alive
Thayer,Mr John Borland,49,Cherbourg,1st,Male,Dead
Theobald,Mr Thomas Leonard,34,Southampton,3rd,Male,Dead
Thomas/Tannous,Mr Tannous,16,Cherbourg,3rd,Male,Dead
Thomas/Tannous,Mr John,34,Cherbourg,3rd,Male,Dead
Thompson,Mr Alexander Morrison,36,Southampton,3rd,Male,Dead
Thorne,Miss Gertrude Maybelle,38,Cherbourg,1st,Female,Alive
Thorneycroft,Mr Percival,36,Southampton,3rd,Male,Dead
Thorneycroft,Mrs Florence Kate,32,Southampton,3rd,Female,Alive
Tikkanen,Mr Juho,32,Southampton,3rd,Male,Dead
Tobin,Mr Roger,20,Queenstown,3rd,Male,Dead
Todoroff,Mr Lalio,23,Southampton,3rd,Male,Dead
Tomlin,Mr Ernest Portage,22,Southampton,3rd,Male,Dead
Toomey,Miss Ellen Mary,48,Southampton,2nd,Female,Alive
Torfa,Mr Assad,20,Cherbourg,3rd,Male,Dead
Totevski,Mr Hristo Danchev,25,Southampton,3rd,Male,Dead
Troupiansky,Mr Moses Aaron,23,Southampton,2nd,Male,Dead
Trout,Mrs Jessie Laird,27,Southampton,2nd,Female,Alive
Troutt,Miss Edwina Celia,27,Southampton,2nd,Female,Alive
Tucker,Mr Gilbert Milligan Jr,31,Cherbourg,1st,Male,Alive
Turcin,Mr Stjepan,36,Southampton,3rd,Male,Dead
Turja,Miss Anna Sofia,18,Southampton,3rd,Female,Alive
Turkula,Mrs Hedwig,63,Southampton,3rd,Female,Alive
Turpin,Mrs Dorothy Ann,26,Southampton,2nd,Female,Dead
Turpin,Mr William John,29,Southampton,2nd,Male,Dead
Tu’Mah,Miss Mariyam,9,Cherbourg,3rd,Female,Alive
Tu’Mah,Master Jirjis Yūsuf,8,Cherbourg,3rd,Male,Alive
Tu’Mah,Mrs Hinnah,27,Cherbourg,3rd,Female,Alive
Törber,Mr Ernst Wilhelm,41,Southampton,3rd,Male,Dead
Törnquist,Mr William Henry,25,Southampton,3rd,Male,Alive
Uruchurtu,Don. Manuel Ramirez,39,Cherbourg,1st,Female,Dead
Van Billiard,Mr Austin Blyler,35,Southampton,3rd,Male,Dead
Van Billiard,Master James William,10,Southampton,3rd,Male,Dead
Van Billiard,Master Walter John,9,Southampton,3rd,Male,Dead
Van De Velde,Mr Johannes Josef,35,Southampton,3rd,Male,Dead
Van Den Steen,Mr Leo Peter,28,Southampton,3rd,Male,Dead
Van Der Hoef,Mr Wyckoff,61,Belfast,1st,Male,Dead
